Métier,Nom,Dirigeant,Adresse,Code Postal,Ville,SIREN,SIRET,Date Création,Effectif,RGE
Menuiserie-Fenetres,"BEATA BORSOVITZ (MLODZIENIAK)","BEATA MONIKA BORSOVITZ (MLODZIENIAK)","16 RUE EUGENE VARLIN 54490 PIENNES",54490,PIENNES,507799773,50779977300027,2008-09-01,01,Oui
Menuiserie-Fenetres,"PHILIPPE JEANNOT","PHILIPPE JEANNOT (JEANNOT)","8 RUE BEAUSITE 68720 FLAXLANDEN",68720,FLAXLANDEN,509910816,50991081600032,2009-01-05,NN,Non
Menuiserie-Fenetres,"SARL DURR CREATION BOIS","GUILLAUME DURR (DURR)","3 CHEMIN DE LA WORMSA 68380 MITTLACH",68380,MITTLACH,509911335,50991133500016,2009-01-06,NN,Non
Menuiserie-Fenetres,"ENTREPRISE DAL BORGO JEAN LUC","JEAN-LUC DALBORGO","1 RUE DE NOVEANT 57680 GORZE",57680,GORZE,509952511,50995251100012,2008-12-08,02,Oui
Menuiserie-Fenetres,"GUIDO HUETING","GUIDO HUETING","RUE DU LAVOIR 52500 VALLEROY",52500,VALLEROY,509985479,50998547900013,2009-01-19,NN,Non
Menuiserie-Fenetres,"CHRISTIAN GRONDONA","CHRISTIAN GRONDONA","29 BOULEVARD D'ANVERS 67000 STRASBOURG",67000,STRASBOURG,510178791,51017879100016,2009-02-01,NN,Non
Menuiserie-Fenetres,"DB CREATIONS","DANIEL BODRY (BODRY)","23 RUE DE HOLLANDE 57445 REDING",57445,REDING,510245236,51024523600011,2009-02-03,NN,Non
Menuiserie-Fenetres,"FRANCIS KOLLERT (ESPRIT BOIS)","FRANCIS EMMANUEL KOLLERT (KOLLERT)","22 A PLACE DES TILLEULS 67520 KIRCHHEIM",67520,KIRCHHEIM,510373517,51037351700026,2009-02-06,NN,Non
Menuiserie-Fenetres,"DANY DURLET","DANY DURLET (DURLET)","CORLEE 10 RUE DE L’EGLISE 52200 LANGRES",52200,LANGRES,510402860,51040286000025,2009-02-01,NN,Non
Menuiserie-Fenetres,"RB REALISATION","BENOIT ANTOINE ROZANSKI","177 B RUE DE PREIZE 10000 TROYES",10000,TROYES,510431489,51043148900028,2009-02-01,03,Oui
Menuiserie-Fenetres,"DAVID BASTIEN (TAB - TRAVAUX D AGENCEMENT BASTIEN)","DAVID BASTIEN (BASTIEN)","531 ROUTE D'HURBACHE 88210 DENIPAIRE",88210,DENIPAIRE,498154962,49815496200027,2007-04-10,NN,Non
Menuiserie-Fenetres,"SEBASTIEN DUPUY","SEBASTIEN DUPUY (DUPUY)","31 RUE DE LA FONTAINE 52200 SAINTS-GEOSMES",52200,SAINTS-GEOSMES,498323211,49832321100033,2007-07-01,NN,Non
Menuiserie-Fenetres,"NET POSE","BULENT DOGAN (DOGAN)","1 RUE SOLVAY 54320 MAXEVILLE",54320,MAXEVILLE,487926487,48792648700025,2006-01-01,NN,Oui
Menuiserie-Fenetres,"EURL VAUCHE (ARDEN'BATI)","DELPHINE VAUCHE (NOEL)","08400 MARS-SOUS-BOURCQ",08400,MARS-SOUS-BOURCQ,488031709,48803170900014,2006-01-16,NN,Non
Menuiserie-Fenetres,"JUNKER FRANCE","HANS JUNKER","23 RUE DU GENERAL LECLERC 67610 LA WANTZENAU",67610,LA WANTZENAU,488132556,48813255600017,2005-11-28,NN,Non
Menuiserie-Fenetres,"JEAN-MARC SCHMITT","JEAN-MARC ANDRE SCHMITT","1ER ETAGE 23 AVENUE DU GENERAL MARGUERITTE 08200 SEDAN",08200,SEDAN,488154535,48815453500030,2006-01-02,NN,Non
Menuiserie-Fenetres,"JEAN PAUL SAVART ARTISAN MENUISIER","JEAN-PAUL ALBERT SAVART","3 RUE DU 11 NOVEMBRE 1918 51110 WARMERIVILLE",51110,WARMERIVILLE,488253725,48825372500011,2006-02-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE EBENISTERIE STEINER","SYLVIE STEINER (MOESSNER)","6 RUE DES COUTURIERES 67240 BISCHWILLER",67240,BISCHWILLER,488289166,48828916600016,2006-01-01,01,Non
Menuiserie-Fenetres,"ANGOT ET FILS (ANGOT ET FILS) (S.I.S.)","GEOFFREY ANGOT (ANGOT)","LOGELBACH 6 RUE DE L'ORGE 68920 WINTZENHEIM",68920,WINTZENHEIM,488298456,48829845600028,2006-01-01,11,Oui
Menuiserie-Fenetres,"DESIGN FERMETURES","LOUIS RAINONE (RAINONE)","9 RUE GEORGE SAND 57150 CREUTZWALD",57150,CREUTZWALD,488350679,48835067900053,2006-01-17,NN,Non
Menuiserie-Fenetres,"STANISLAS MASSIEU","STANISLAS MASSIEU","166 AVENUE PIERRE BROSSOLETTE 10000 TROYES",10000,TROYES,488727132,48872713200042,2006-03-01,NN,Non
Menuiserie-Fenetres,"ALEXIS TRAN (ALEX TRAN)","ALEXIS TRAN (TRAN)","6 AVENUE DES TILLEULS 10120 SAINT-ANDRE-LES-VERGERS",10120,SAINT-ANDRE-LES-VERGERS,488769050,48876905000037,2006-02-15,NN,Non
Menuiserie-Fenetres,"JEAN LUC FRANCAIS","JEAN LUC JEAN LUC FRANCAIS (FRANCAIS)","34 B RUE MARIE DE LORRAINE 54670 CUSTINES",54670,CUSTINES,488855404,48885540400023,2006-02-01,NN,Non
Menuiserie-Fenetres,"FERMETURES FRITSCH","OLIVIER FRITSCH (FRITSCH)","7 RUE DE L'ETANG 68126 BENNWIHR",68126,BENNWIHR,488886276,48888627600028,2006-03-01,NN,Non
Menuiserie-Fenetres,"JEAN-PHILIPPE LOTH","JEAN-PHILIPPE LOTH (LOTH)","4 RUE DE RIXHEIM 68390 SAUSHEIM",68390,SAUSHEIM,488900473,48890047300023,2006-04-02,NN,Non
Menuiserie-Fenetres,"SARL LANDREAT ET FILS","MARTIAL LANDREAT (LANDREAT)","HAMEAU DE GRANGE L EVEQUE 23 RUE DU LIEUTENANT SIMPHAL 10180 SAINT-LYE",10180,SAINT-LYE,488960139,48896013900019,2006-03-05,NN,Non
Menuiserie-Fenetres,"ERIC ANDRE","ERIC MARIE MICHEL ANDRE (ANDRE)","1 LOTISSEMENT DU PLEIN SOLEIL 88200 SAINT-NABORD",88200,SAINT-NABORD,489233254,48923325400049,2006-03-01,NN,Non
Menuiserie-Fenetres,"DIDIER HUDELEY (DIDIER HUDELEY AGENCEMENT)","DIDIER EMILE BERNARD HUDELEY (HUDELEY)","BROTTES 21 RUE DE LA CHAVOIE 52000 CHAUMONT",52000,CHAUMONT,489335794,48933579400017,2006-04-01,NN,Non
Menuiserie-Fenetres,"SARL MENUISERIE SCHILLING-TIEDMANN (ASGH)","REGIS SCHILLING (SCHILLING)","3 C RUE DU CAMP 67240 OBERHOFFEN-SUR-MODER",67240,OBERHOFFEN-SUR-MODER,489398602,48939860200024,2006-04-01,NN,Non
Menuiserie-Fenetres,"MANUEL SCHENCK (SMS PRESTATION)","MANUEL SCHENCK (SCHENCK)","16 RUE DERRIERE L’EGLISE 67720 HŒRDT",67720,HŒRDT,489502922,48950292200029,2006-03-13,NN,Non
Menuiserie-Fenetres,"MVPS","STEPHANE MORELLO","6 B RUE DE LA 5EME DIVISION BLINDEE 68320 JEBSHEIM",68320,JEBSHEIM,489560078,48956007800011,2006-04-01,NN,Non
Menuiserie-Fenetres,"FABIEN KLIPFEL","FABIEN KLIPFEL (KLIPFEL)","43 RUE PRINCIPALE 67360 ESCHBACH",67360,ESCHBACH,478043615,47804361500010,2004-07-26,NN,Non
Menuiserie-Fenetres,"MICHEL BICHARD (VETERAN MENUISIER)","MICHEL LAURENT BICHARD","OGER 7 B RUE DES REMPARTS 51130 BLANCS-COTEAUX",51130,BLANCS-COTEAUX,478103823,47810382300025,2004-09-01,NN,Non
Menuiserie-Fenetres,"YVES GLINEUR","YVES GLINEUR (GLINEUR)","75 ROUTE DE STRASBOURG 67110 REICHSHOFFEN",67110,REICHSHOFFEN,478413347,47841334700020,2004-09-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE CLAUSSMANN","MARC CLAUSSMANN (CLAUSSMANN)","9 RUE DE WOLFISHEIM 67810 HOLTZHEIM",67810,HOLTZHEIM,478413438,47841343800019,2004-09-01,01,Non
Menuiserie-Fenetres,"DYSS POSE SARL","YANNICK SZEP (SZEP)","49 B RUE DE LA MAIRIE 67117 FURDENHEIM",67117,FURDENHEIM,478491699,47849169900029,2004-04-02,NN,Non
Menuiserie-Fenetres,"CHRISTOPHE COTTE","CHRISTOPHE COTTE","ZONE ARTISANALE PIECE CHAMPAGNY 51400 SEPT-SAULX",51400,SEPT-SAULX,478525934,47852593400020,2004-10-01,NN,Non
Menuiserie-Fenetres,"SH MENUISERIE","LIONEL SIBILIA (SIBILIA)","90 B RUE LANGEVIN WALLON 54800 JARNY",54800,JARNY,478681885,47868188500016,2004-09-06,NN,Non
Menuiserie-Fenetres,"MENUISERIE EBENISTERIE DANIEL DIETRICH","DANIEL DIETRICH (DIETRICH)","39 RUE HENRI LEBERT 68800 THANN",68800,THANN,478763329,47876332900024,2004-09-22,01,Non
Menuiserie-Fenetres,"MENUISERIE DE L'ETRILLE","DIDIER BIZET (BIZET)","LES ACCRUES 51800 SAINTE-MENEHOULD",51800,SAINTE-MENEHOULD,479251761,47925176100025,2004-11-02,02,Oui
Menuiserie-Fenetres,"SAHIN INANC","SAHIN INANC (INANC)","41 RUE DE LA COMMANDERIE 68500 GUEBWILLER",68500,GUEBWILLER,479280695,47928069500038,2004-10-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE COLIN","","ZI BLANCHIFONTAINE 88700 RAMBERVILLERS",88700,RAMBERVILLERS,479288086,47928808600016,2004-07-01,03,Oui
Menuiserie-Fenetres,"CREAFERM","GUILLAUME BODE (BODE)","(2E) 2 RUE PRINCIPALE 68600 WOLFGANTZEN",68600,WOLFGANTZEN,479427171,47942717100034,2004-11-08,03,Oui
Menuiserie-Fenetres,"MENUISERIE URBAIN SARL","CHRISTOPHE URBAIN (URBAIN)","LA CROISETTE 260 RUE DE LA VOIVRE 88800 VITTEL",88800,VITTEL,500623053,50062305300013,2007-10-01,NN,Non
Menuiserie-Fenetres,"BB.RENOBAT","MOHAMED ALI BEDJ BEDJ","72 ROUTE DE PRIX 08000 CHARLEVILLE-MEZIERES",08000,CHARLEVILLE-MEZIERES,500741996,50074199600010,2007-10-02,NN,Non
Menuiserie-Fenetres,"ESPACE GRANIT ET CUISINE","GIUSEPPE MICCICHE (MICCICHE)","ZAC BELLE FONTAINE 57185 CLOUANGE",57185,CLOUANGE,501070528,50107052800028,2007-11-02,03,Non
Menuiserie-Fenetres,"MDS","GERARD MOYAT (MOYAT)","2 RUE GILBERT 51100 REIMS",51100,REIMS,501294334,50129433400013,2007-10-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE AMENAGEMENT POSE (AMP) (MAP)","SANDRA PONCHEL (MORIAN)","2 RUE DES BOSQUETS 57960 SOUCHT",57960,SOUCHT,501300727,50130072700028,2007-11-14,NN,Non
Menuiserie-Fenetres,"EURL MENUISERIE RIMBEAUX FLORENT","FLORENT ROBERT MAURICE RIMBEAUX (RIMBEAUX)","LIEU DIT MON IDEE RTE DE CHARLEVILLE 08260 AUVILLERS-LES-FORGES",08260,AUVILLERS-LES-FORGES,501517916,50151791600018,2007-12-03,NN,Non
Menuiserie-Fenetres,"PRESTA'POSE SARL","RACHID DALA (DALA)","7 C RUE DES JARDINIERS 67170 BRUMATH",67170,BRUMATH,501526412,50152641200033,2008-01-02,NN,Non
Menuiserie-Fenetres,"PHILIPPE ODILE","PHILIPPE ODILE","20 RUE DE LORIENT 88110 RAON L ETAPE",88110,RAON L ETAPE,501699821,50169982100010,2008-01-03,NN,Non
Menuiserie-Fenetres,"DIDIER GEORGEL FERMETURES","DIDIER MARCEL GEORGEL","8 RUE DU PRE FLEURI 88390 UXEGNEY",88390,UXEGNEY,501699862,50169986200014,2008-01-01,NN,Non
Menuiserie-Fenetres,"CONCEPT CREATION","FABIENNE CHOPLIN (TOUSCH)","40 RUE DE L'ETANG 57160 SCY-CHAZELLES",57160,SCY-CHAZELLES,501708044,50170804400018,2007-08-10,NN,Non
Menuiserie-Fenetres,"MENUISERIE CHARPENTE TRADITIONNEL","EMERIC COLAS (COLAS)","1 RUE DU CHENE BOSSU 51530 MONTHELON",51530,MONTHELON,501771547,50177154700012,2008-01-03,03,Oui
Menuiserie-Fenetres,"VINCENT MILLOT","VINCENT ROBERT MARCEL MILLOT (MILLOT)","CLAIRVAUX 2 RUE DE L’ABBAYE 10310 VILLE-SOUS-LA-FERTE",10310,VILLE-SOUS-LA-FERTE,501843247,50184324700013,2008-01-02,NN,Non
Menuiserie-Fenetres,"CHEVRIER","YANNICK CHEVRIER (CHEVRIER)","4 RUE DU 26 NOVEMBRE 1944 88560 SAINT-MAURICE-SUR-MOSELLE",88560,SAINT-MAURICE-SUR-MOSELLE,502184591,50218459100019,2008-02-01,03,Non
Menuiserie-Fenetres,"FLORIAN JEANNOT","FLORIAN JEANNOT (JEANNOT)","407 RUE SAINT-LAMBERT 88300 ATTIGNEVILLE",88300,ATTIGNEVILLE,502211766,50221176600014,2008-02-01,NN,Non
Menuiserie-Fenetres,"H & D","URSULA BONIN","6 RUE DE LOR 08190 LE THOUR",08190,LE THOUR,453229445,45322944500011,2004-04-19,NN,Oui
Menuiserie-Fenetres,"IMAGINE","MARC STALLER (STALLER)","4 RUE DE SAVERNE 67201 ECKBOLSHEIM",67201,ECKBOLSHEIM,453328080,45332808000024,2004-04-01,NN,Non
Menuiserie-Fenetres,"EURO PVC","SERGE METTEL (METTEL)","62 F RUE DE LA REPUBLIQUE 57520 GROSBLIEDERSTROFF",57520,GROSBLIEDERSTROFF,453409138,45340913800022,2004-02-02,NN,Non
Menuiserie-Fenetres,"EBENISTERIE MENUISERIE GOUVENOT FRED","FREDERIC GOUVENOT (GOUVENOT)","8 RUE DU BREUIL 52140 IS-EN-BASSIGNY",52140,IS-EN-BASSIGNY,453502650,45350265000022,2004-05-01,NN,Non
Menuiserie-Fenetres,"MENUISERIE LORENTZ","ALEXANDRE LORENTZ (LORENTZ)","2 RTE DE TRUCHTERSHEIM 67370 TRUCHTERSHEIM",67370,TRUCHTERSHEIM,453539991,45353999100019,2004-04-15,NN,Non
Menuiserie-Fenetres,"DIDIER ZUMSTEIN","DIDIER ZUMSTEIN (ZUMSTEIN)","28 ROUTE DE SOUFFLENHEIM 67500 HAGUENAU",67500,HAGUENAU,453799546,45379954600032,2004-04-01,NN,Non
Menuiserie-Fenetres,"MLT BOIS CONCEPT","LUC TRABER","7 RUE DU MEUNIER 67370 WILLGOTTHEIM",67370,WILLGOTTHEIM,453818627,45381862700011,2004-06-03,02,Oui
Menuiserie-Fenetres,"MENUISERIE BRESSAN","NICOLAS BRESSAN (BRESSAN)","CHEMIN DE LA POMPELLE 51500 SILLERY",51500,SILLERY,454012030,45401203000036,2004-06-10,03,Non
Menuiserie-Fenetres,"SARL MENUISERIE EBENISTERIE MARTINI (MENUISERIE EBENISTERIE MARTINI)","GHISLAIN MARTINI (MARTINI)","9 RUE ROANA 57330 HETTANGE-GRANDE",57330,HETTANGE-GRANDE,454050881,45405088100019,2004-05-01,01,Non
Menuiserie-Fenetres,"JEAN CLEMENT","JEAN MARIE JEAN-MARIE CLEMENT (CLEMENT)","10 RUE DU MOULIN 51220 COURCY",51220,COURCY,477625339,47762533900023,2004-07-06,NN,Non
Menuiserie-Fenetres,"MENUISIER EBENISTE ERIC MOSER","ERIC MOSER (MOSER)","26 A RUE DU VILLAGE 67240 KURTZENHOUSE",67240,KURTZENHOUSE,502631237,50263123700018,2008-02-11,NN,Non
Menuiserie-Fenetres,"BARIZY ALU PVC","JEAN-FRANCOIS BARIZY (BARIZY)","9 RUE DU LUXEMBOURG 57370 PHALSBOURG",57370,PHALSBOURG,502805567,50280556700026,2008-03-03,03,Non
Menuiserie-Fenetres,"ALEXIS DUBOIS (AD CUISINE & BAIN)","ALEXIS FRANCOIS DUBOIS (DUBOIS)","7 RUE ST LAURENT DU JURA 08210 MOUZON",08210,MOUZON,502830755,50283075500018,2008-03-03,01,Non
Menuiserie-Fenetres,"STEPHANE GEORGE","STEPHANE VINCENT GEORGE (GEORGE)","10 B ROUTE DE LA MAIRIE 88530 LA FORGE",88530,LA FORGE,502876550,50287655000018,2008-03-03,NN,Non
Menuiserie-Fenetres,"PG POSE","CEDRIC PEZZA (PEZZA)","ENTREE A 2 ROUTE DE STRASBOURG 57380 FAULQUEMONT",57380,FAULQUEMONT,502890502,50289050200011,2008-03-01,NN,Non
Menuiserie-Fenetres,"1 MAX 2 RENOVATION","MAXIME VIVIER (VIVIER)","13 CHAMP L'ABBESSE 88200 SAINT-ETIENNE-LES-REMIREMONT",88200,SAINT-ETIENNE-LES-REMIREMONT,503128464,50312846400016,2008-04-01,NN,Non
Menuiserie-Fenetres,"GD RENOVATION","MICHAEL DEPOUX (DEPOUX)","BENNWHR-GARE 12 ALLEE SAINT-ALEXIS 68126 BENNWIHR",68126,BENNWIHR,503160590,50316059000033,2008-03-12,NN,Non
Menuiserie-Fenetres,"KI FERMETURES DU BATIMENT","IZET YILDIZ (YILDIZ)","6 RUE DU MARECHAL FOCH 57430 SARRALBE",57430,SARRALBE,503171381,50317138100018,2008-03-03,NN,Non
Menuiserie-Fenetres,"CG MENUISERIE","CHRISTOPHE GUERNIER (GUERNIER)","ZAC DU VAL DE L ORNE RUE DE VERDUN 54800 CONFLANS-EN-JARNISY",54800,CONFLANS-EN-JARNISY,503184681,50318468100032,2008-03-13,03,Oui
Menuiserie-Fenetres,"FERMARDEN","ULRICH PICARD","157 BOULEVARD GAMBETTA 08000 CHARLEVILLE-MEZIERES",08000,CHARLEVILLE-MEZIERES,503216301,50321630100039,2008-04-01,NN,Non
Menuiserie-Fenetres,"ENTREPRISE CHAUVIN FABIEN","FABIEN JEAN-MARC CHAUVIN (CHAUVIN)","7 RUE DES CLAUSETS 10800 ROUILLY-SAINT-LOUP",10800,ROUILLY-SAINT-LOUP,503315483,50331548300019,2008-04-01,NN,Non
Menuiserie-Fenetres,"NATURE BOIS (NATURE BOIS)","HERVE BENOIT (BENOIT)","18 RUE DE L'EXPANSION 67150 ERSTEIN",67150,ERSTEIN,503464703,50346470300027,2008-01-28,NN,Non
Menuiserie-Fenetres,"ARTI PRO","JEAN JACQUES OHREL (OHREL)","28 RUE DE LA GARE 67120 DUPPIGHEIM",67120,DUPPIGHEIM,503540023,50354002300010,2008-04-02,NN,Non
Menuiserie-Fenetres,"MENUISERIE ETTWILLER","CHRISTOPHE ARMAND HUBERT ETTWILLER","ZONE INDUSTRIELLE CHEMIN DE DAMBACH 57230 BITCHE",57230,BITCHE,503560146,50356014600022,2008-04-01,03,Non
Menuiserie-Fenetres,"EST FERMETURES SERVICES","ARNAUD COURTIOL","80 RUE DES MARRONNIERS 54610 ROUVES",54610,ROUVES,503599029,50359902900025,2008-04-01,NN,Non
Menuiserie-Fenetres,"PINOT ESPRIT DECO","FREDERIC PINOT (PINOT)","34 B RUE DE METZ 57130 GRAVELOTTE",57130,GRAVELOTTE,503753121,50375312100022,2008-04-04,NN,Non
Menuiserie-Fenetres,"JG DEP","GILBERT JEMPFER (JEMPFER)","59 RUE DE LA FORGE 57570 GAVISSE",57570,GAVISSE,503776452,50377645200016,2008-04-01,NN,Non
Menuiserie-Fenetres,"FERMETURES CONFIANCE STRASBOURG","FABIEN MANARANCHE","39 RUE OBERLIN 67000 STRASBOURG",67000,STRASBOURG,503974065,50397406500016,2008-04-29,NN,Non
Menuiserie-Fenetres,"DENIS PIERRAT","DENIS MICHEL PIERRAT (PIERRAT)","2 RUE DU CLOS MARTIN 88160 RAMONCHAMP",88160,RAMONCHAMP,489761452,48976145200023,2006-05-02,NN,Non
Menuiserie-Fenetres,"VITIELLO FRERES","JORDAN VITIELLO (VITIELLO)","2 RUE DU PRE PIERRON 57140 SAULNY",57140,SAULNY,489873596,48987359600014,2006-04-03,NN,Non
Menuiserie-Fenetres,"DAVID BAUDART","DAVID ARNAUD BAUDART (BAUDART)","8 RUE DES MARAIS 51800 BRAUX-SAINTE-COHIERE",51800,BRAUX-SAINTE-COHIERE,489997429,48999742900019,2006-06-01,NN,Non
Menuiserie-Fenetres,"KNAVIE FERMETURES","FREDERIC ALAIN KNAVIE (KNAVIE)","21 RUE DE METZ 55400 ETAIN",55400,ETAIN,490151214,49015121400031,2006-05-04,NN,Non
Menuiserie-Fenetres,"DIMITRI SCICHILONE","DIMITRI SCICHILONE","19 A RUE COURTE 57490 L'HOPITAL",57490,L'HOPITAL,490208055,49020805500049,2006-06-01,NN,Non
Menuiserie-Fenetres,"F.A.B. SARL","FABIEN FAIVRE (FAIVRE)","18 T RUE DE WARCQ 08000 CHARLEVILLE MEZIERES",08000,CHARLEVILLE MEZIERES,490257177,49025717700017,2006-06-01,NN,Non
Menuiserie-Fenetres,"GREGORY GROLL","GREGORY GROLL (GROLL)","19 RUE DU 29 AOUT 1944 55000 BEUREY-SUR-SAULX",55000,BEUREY-SUR-SAULX,490399177,49039917700032,2006-06-12,NN,Non
Menuiserie-Fenetres,"M.M.S.","CHRISTOPHE SIMONIN (SIMONIN)","23 LANSAUCHAMP 88310 CORNIMONT",88310,CORNIMONT,490505146,49050514600012,2006-06-09,NN,Non
Menuiserie-Fenetres,"ARNAUD LAMBERT","ARNAUD LAMBERT (LAMBERT)","9 RUE DE BISCHHEIM 67207 NIEDERHAUSBERGEN",67207,NIEDERHAUSBERGEN,490588670,49058867000045,2006-05-01,NN,Non
Menuiserie-Fenetres,"BR FENETRES","REGIS ALAIN BOUILLON (BOUILLON)","60 AV MARTYRS RESISTANCE 08200 SEDAN",08200,SEDAN,490593613,49059361300014,2006-06-15,02,Oui
Menuiserie-Fenetres,"SERGE KOENIG","SERGE KOENIG (KOENIG)","6 RUE SAINT JEAN DE DIEU 68780 SENTHEIM",68780,SENTHEIM,490634599,49063459900016,2006-07-01,NN,Non
Menuiserie-Fenetres,"THIERRY ROTH (TH. MENUISERIE)","THIERRY ROTH (ROTH)","SAINT-GALL 26 RUE DU HIRSCHBERG 67440 THAL-MARMOUTIER",67440,THAL-MARMOUTIER,490694692,49069469200024,2006-07-01,NN,Non
Menuiserie-Fenetres,"ANTONIO MOUTINHO","ANTONIO MOUTINHO (MOUTINHO)","10 PASSAGE DE L'AVENIR 51100 REIMS",51100,REIMS,490729696,49072969600016,2006-07-03,NN,Non
Menuiserie-Fenetres,"C.J.L. FERMETURES","CATHERINE CLAUSS","MAISON DE LA GARE 67250 HUNSPACH",67250,HUNSPACH,490837788,49083778800028,2006-07-01,02,Oui
Menuiserie-Fenetres,"TMS","JACQUES HEIM (HEIM)","284 LA CHAPELLE 68910 LABAROCHE",68910,LABAROCHE,490851193,49085119300014,2006-04-02,NN,Non
Menuiserie-Fenetres,"GB SERVICES","BERNARD KUHM","63 RUE AUGUSTE RENOIR 67170 BRUMATH",67170,BRUMATH,490868833,49086883300016,2006-05-02,NN,Non
Menuiserie-Fenetres,"MENUISERIE PATINET  CHRISTOPHE","CHRISTOPHE PATINET (PATINET)","6 RUE DU CLOS DES MOINES 51500 SERMIERS",51500,SERMIERS,491022174,49102217400024,2006-07-01,NN,Oui
Menuiserie-Fenetres,"MENUISERIE KL GLASS","EDDIE GLASS (GLASS)","12 A RUE PRINCIPALE 67270 KIENHEIM",67270,KIENHEIM,491051165,49105116500018,2006-08-01,NN,Non
Menuiserie-Fenetres,"SARL BFS","JEAN-MICHEL JACQUARD (JACQUARD)","2 ROUTE DE VILLE SUR TERRE 10200 SOULAINES-DHUYS",10200,SOULAINES-DHUYS,491144309,49114430900011,2006-08-01,NN,Non
Menuiserie-Fenetres,"PRECIPOZ SARL","ALAIN TREUSCHEL (TREUSCHEL)","73 RUE PRINCIPALE 67240 SCHIRRHEIN",67240,SCHIRRHEIN,491206504,49120650400012,2006-07-20,NN,Oui
Menuiserie-Fenetres,"INSTAL","KARINE NICOLE BERTRA LECHAUDEL (LECHAUDEL)","ESPACE DRIANT RUE SAINT MICHEL 55100 VERDUN",55100,VERDUN,491469532,49146953200023,2006-07-01,02,Non
Menuiserie-Fenetres,"IDEA BOIS CONCEPT","FABRICE BOUFFLERD (BOUFFLERD)","53 LE BOURG 67420 BOURG-BRUCHE",67420,BOURG-BRUCHE,491561304,49156130400024,2006-09-01,01,Non
Menuiserie-Fenetres,"SARL F.S.B GUDEN","ZIKRULLAH GUDEN (GUDEN)","7 RUE DE L'ERABLE 67390 MARCKOLSHEIM",67390,MARCKOLSHEIM,491729471,49172947100012,2006-09-01,NN,Non
Menuiserie-Fenetres,"LE POSEUR","OLIVIER CHRIST (CHRIST)","35 RUE SAINT LAURENT 54770 LAITRE-SOUS-AMANCE",54770,LAITRE-SOUS-AMANCE,491749016,49174901600011,2006-08-21,01,Non
Menuiserie-Fenetres,"JEAN PHILIPPE BOTTO (ENTREPRISE BOTTO)","JEAN PHILIPPE JEAN-PHILIPPE BOTTO (BOTTO)","36 GRAND'RUE 68470 HUSSEREN-WESSERLING",68470,HUSSEREN-WESSERLING,491912119,49191211900055,2006-09-13,NN,Non
Menuiserie-Fenetres,"FREDERIC MINOUX","FREDERIC JACQUES KLEBER MINOUX (MINOUX)","18 RUE DES FOSSES 10400 NOGENT-SUR-SEINE",10400,NOGENT-SUR-SEINE,491945655,49194565500034,2006-10-01,02,Oui
Menuiserie-Fenetres,"CHARPENTES DICK","BRUNO DICK (DICK)","RUE DU PASTEUR HUSER 67340 ROTHBACH",67340,ROTHBACH,492059563,49205956300014,2006-07-03,02,Non
Menuiserie-Fenetres,"JULIEN BAUMEIER","JULIEN BAUMEIER (BAUMEIER)","23 RUE DE MUSSIG 67600 BALDENHEIM",67600,BALDENHEIM,492292867,49229286700016,2006-10-07,NN,Non
Menuiserie-Fenetres,"MICKAEL VANWESEMAEL","MICKAEL VANWESEMAEL (VANWESEMAEL)","3 RUE DE LA GARE 57880 HAM-SOUS-VARSBERG",57880,HAM-SOUS-VARSBERG,492317490,49231749000026,2006-10-16,NN,Non
Menuiserie-Fenetres,"HENRI L HOTE","HENRI L'HOTE (L HOTE)","20 RUE DE NANCY 57430 SARRALBE",57430,SARRALBE,492319801,49231980100022,2006-10-02,NN,Non
Menuiserie-Fenetres,"EURL AMENAGEMENTS EXTERIEURS BOIS","PHILIPPE BLANQUART (BLANQUART)","13 RUE DE LA FONTAINE 67220 BREITENBACH",67220,BREITENBACH,492339510,49233951000017,2006-10-01,02,Oui
Menuiserie-Fenetres,"CHRISTIAN NICKEL (MENUISERIE NICKEL CHRISTIAN)","CHRISTIAN CATHY NICKEL (NICKEL)","ZONE ARTISANALE DU NASSENWALD 57415 MONTBRONN",57415,MONTBRONN,492431762,49243176200029,2006-10-13,01,Non
Menuiserie-Fenetres,"JOEL CRIBAILLET","JOEL CRIBAILLET (CRIBAILLET)","14 PLACE REMY PETIT 51210 MONTMIRAIL",51210,MONTMIRAIL,492553615,49255361500013,2006-11-13,NN,Non
Menuiserie-Fenetres,"DOMINIQUE BATY","MARTIAL PAUL BODSON (BODSON)","2 RUE PIC DRILLE 10150 CHARMONT-SOUS-BARBUISE",10150,CHARMONT-SOUS-BARBUISE,492583505,49258350500010,2006-10-02,11,Non
Menuiserie-Fenetres,"LW FERMETURE","ISABELLE MARIE WIESEN (MAIRE)","2 RUE PRINCIPALE 57420 LIEHON",57420,LIEHON,492749411,49274941100012,2006-10-01,01,Oui
Menuiserie-Fenetres,"FABIEN GEORGER","FABIEN GEORGER (GEORGER)","3 RUE DE LA PRAIRIE 67440 SCHWENHEIM",67440,SCHWENHEIM,492789904,49278990400017,2006-11-02,NN,Non
